,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
81,Papua New Guinea,1,0,0,0,0,0
82,Colombia,1406,139,32,7,85,30
83,Mexico,1688,178,60,10,633,0
84,Nauru,0,0,0,0,0,0
85,China,82543,32,3330,4,76946,186
86,Burkina Faso,318,16,16,0,66,16
87,Slovakia,471,21,1,0,10,0
88,Monaco,66,2,1,0,3,0
89,Oman,277,25,2,1,61,4
90,Northern Mariana Islands,0,0,0,0,0,0
91,Guadeloupe,0,0,0,0,0,0
92,Pitcairn,0,0,0,0,0,0
93,Maldives,19,0,0,0,13,0
94,Togo,41,1,3,0,17,0
95,Sri Lanka,166,7,5,1,27,3
96,United States of America,275582,32129,7087,1161,0,0
97,Fiji,12,5,0,0,0,0
98,Brazil,10360,1304,445,86,127,0
99,Argentina,1451,186,43,4,279,13
100,Peru,1746,151,73,12,914,377
101,Saint-Barthélemy,0,0,0,0,0,0
102,Jersey,0,0,0,0,0,0
103,Australia,5550,220,30,2,701,52
104,Anguilla,0,0,0,0,0,0
105,Saint Pierre and Miquelon,0,0,0,0,0,0
106,"Micronesia, Federated States of",0,0,0,0,0,0
107,Serbia,1624,148,44,5,0,0
108,Kuwait,479,62,1,1,93,11
109,Belgium,18431,1661,1283,140,3247,375
110,Bosnia and Herzegovina,624,45,21,4,30,3
111,Chad,9,1,0,0,0,0
112,Ukraine,1225,153,32,5,25,3
113,New Zealand,950,82,1,0,127,24
114,Trinidad and Tobago,103,5,6,0,1,0
115,Guatemala,61,11,2,1,15,3
116,Indonesia,2092,106,191,10,150,16
117,Afghanistan,299,18,7,1,10,0
118,Morocco,919,128,59,11,66,9
119,Lesotho,0,0,0,0,0,0
120,Gambia,4,0,1,0,2,0
121,Iraq,878,58,56,2,259,33
122,"Macao, SAR China",0,0,0,0,0,0
123,Nepal,9,3,0,0,1,0
124,Honduras,264,42,15,0,3,0
125,Turks and Caicos Islands,0,0,0,0,0,0
126,Cyprus,426,30,11,0,33,5
127,Netherlands,16727,906,1656,166,262,2
128,Denmark,4269,323,161,22,1379,92
129,Singapore,1189,75,6,1,297,15
130,Sweden,6443,312,373,15,205,0
131,Congo (Brazzaville),22,0,2,0,2,0
132,Burundi,3,0,0,0,0,0
133,Isle of Man,0,0,0,0,0,0
134,Antigua and Barbuda,15,0,0,0,0,0
135,Tuvalu,0,0,0,0,0,0
136,Senegal,219,12,2,1,72,6
137,Bermuda,0,0,0,0,0,0
138,Saint Vincent and Grenadines,7,4,0,0,1,0
139,French Polynesia,0,0,0,0,0,0
140,Uganda,48,0,0,0,0,0
141,Palestinian Territory,217,23,1,0,21,0
142,Aruba,0,0,0,0,0,0
143,Mayotte,0,0,0,0,0,0
144,Holy See (Vatican City State),7,0,0,0,0,0
145,Zimbabwe,9,0,1,0,0,0
146,Vanuatu,0,0,0,0,0,0
147,Sao Tome and Principe,0,0,0,0,0,0
148,Christmas Island,0,0,0,0,0,0
149,India,3082,515,86,14,229,37
150,Estonia,1039,78,13,1,59,11
151,Bangladesh,70,9,8,2,30,4
152,Algeria,1251,80,130,25,90,28
153,Bulgaria,503,18,17,3,34,4
154,Guinea,111,38,0,0,5,3
155,French Southern Territories,0,0,0,0,0,0
156,Slovenia,977,43,22,2,79,9
157,Jamaica,53,6,3,0,7,5
158,Swaziland,9,0,0,0,0,0
159,Cuba,288,19,6,0,15,0
160,Réunion,0,0,0,0,0,0
161,Ecuador,3465,97,172,27,100,35
162,Equatorial Guinea,16,0,0,0,1,0
163,Puerto Rico,0,0,0,0,0,0
164,Korea (South),10156,94,177,3,6325,304
165,Andorra,466,27,17,1,21,5
166,Myanmar,21,1,1,0,0,0
167,Thailand,2067,89,20,1,674,62
168,El Salvador,56,10,3,1,2,2
169,Montserrat,0,0,0,0,0,0
170,"Tanzania, United Republic of",20,0,1,0,3,0
171,Seychelles,10,0,0,0,0,0
172,Saint Lucia,14,1,0,0,1,0
173,Moldova,752,161,12,4,29,3
174,Niue,0,0,0,0,0,0
175,Dominican Republic,1488,0,68,0,16,0
176,Lao PDR,10,0,0,0,0,0
177,Pakistan,2818,132,41,1,131,5
178,"Taiwan, Republic of China",355,7,5,0,50,0
179,Cayman Islands,0,0,0,0,0,0
180,Mongolia,14,0,0,0,2,0
181,British Virgin Islands,0,0,0,0,0,0
182,Guam,0,0,0,0,0,0
183,Armenia,770,34,7,0,43,0
184,Bouvet Island,0,0,0,0,0,0
185,Tunisia,553,58,18,0,5,0
186,Egypt,1070,85,71,5,241,25
187,Austria,11781,257,186,18,2507,485
188,France,90848,25646,7574,1054,15572,1437
189,Bhutan,5,0,0,0,2,0
190,Wallis and Futuna Islands,0,0,0,0,0,0
191,Albania,333,29,20,3,99,10
192,United Arab Emirates,1505,241,10,1,125,17
193,Zambia,39,0,1,0,2,0
194,Lebanon,520,12,17,0,54,4
195,Mozambique,10,0,0,0,1,1
196,Mali,41,2,3,0,1,1
197,Philippines,3094,76,144,8,57,5
198,US Minor Outlying Islands,0,0,0,0,0,0
199,Malaysia,3483,150,57,4,915,88
200,Bahrain,688,16,4,0,423,41
201,Niger,144,24,8,3,0,0
202,Uruguay,400,31,5,1,93,25
203,South Africa,1585,80,9,0,95,0
204,Cameroon,555,46,9,1,17,0
205,Tonga,0,0,0,0,0,0
206,Suriname,10,0,1,0,0,0
207,Sierra Leone,4,2,0,0,0,0
208,Paraguay,96,4,3,0,12,6
209,Somalia,7,0,0,0,1,0
210,Saint-Martin (French part),0,0,0,0,0,0
211,Cape Verde,7,1,1,0,0,0
212,Eritrea,29,7,0,0,0,0
213,Timor-Leste,1,0,0,0,0,0
214,Hungary,678,55,32,6,58,15
215,Central African Republic,8,0,0,0,0,0
216,Montenegro,201,27,2,0,1,0
217,Sudan,10,0,2,0,2,0
218,Ethiopia,38,3,0,0,4,1
219,Lithuania,771,75,11,2,7,0
220,Czech Republic,4472,381,59,6,78,6
221,Ireland,4604,331,137,17,25,20
222,South Sudan,0,0,0,0,0,0
223,Malta,213,11,0,0,2,0
224,Madagascar,70,0,0,0,0,0
225,Belarus,440,89,5,1,53,0
226,Israel,7851,423,44,4,427,24
227,Falkland Islands (Malvinas),0,0,0,0,0,0
228,Costa Rica,435,19,2,0,13,2
229,Greenland,0,0,0,0,0,0
230,Turkmenistan,0,0,0,0,0,0
231,Grenada,12,0,0,0,0,0
232,Kiribati,0,0,0,0,0,0
233,Gabon,21,0,1,0,1,0
234,Western Sahara,0,0,0,0,0,0
235,Mauritania,6,0,1,0,2,0
236,Italy,124632,4805,15362,681,20996,1238
237,Comoros,0,0,0,0,0,0
238,Azerbaijan,521,78,5,0,32,0
239,Panama,1673,198,41,4,13,3
240,Georgia,162,7,1,1,36,8
241,"Iran, Islamic Republic of",55743,2560,3452,158,19736,1801
242,Cocos (Keeling) Islands,0,0,0,0,0,0
243,Jordan,323,13,5,0,74,16
244,"Macedonia, Republic of",483,53,17,5,20,0
245,Uzbekistan,266,39,2,0,25,0
